FID,Shape *,OBJECTID,farm_id,x,y
650,Point,131,130,22.8296,38.8862
651,Point,131,130,22.8296,38.8952
652,Point,131,130,22.8411,38.8952
653,Point,131,130,22.8411,38.8862
654,Point,131,130,22.8296,38.8862
655,Point,132,131,26.3863,36.6021
656,Point,132,131,26.3863,36.6111
657,Point,132,131,26.3975,36.6111
658,Point,132,131,26.3975,36.6021
659,Point,132,131,26.3863,36.6021
660,Point,133,132,25.918,38.2892
661,Point,133,132,25.918,38.2982
662,Point,133,132,25.9294,38.2982
663,Point,133,132,25.9294,38.2892
664,Point,133,132,25.918,38.2892
665,Point,134,133,26.1479,38.4576
666,Point,134,133,26.1479,38.4666
667,Point,134,133,26.1594,38.4666
668,Point,134,133,26.1594,38.4576
669,Point,134,133,26.1479,38.4576
670,Point,135,134,26.259,38.4982
671,Point,135,134,26.259,38.5072
672,Point,135,134,26.2705,38.5072
673,Point,135,134,26.2705,38.4982
674,Point,135,134,26.259,38.4982
675,Point,136,135,23.3349,38.6055
676,Point,136,135,23.3349,38.6145
677,Point,136,135,23.3463,38.6145
678,Point,136,135,23.3463,38.6055
679,Point,136,135,23.3349,38.6055
680,Point,137,136,23.325,38.5926
681,Point,137,136,23.325,38.6016
682,Point,137,136,23.3365,38.6016
683,Point,137,136,23.3365,38.5926
684,Point,137,136,23.325,38.5926
685,Point,138,137,23.1051,38.6425
686,Point,138,137,23.1051,38.6515
687,Point,138,137,23.1166,38.6515
688,Point,138,137,23.1166,38.6425
689,Point,138,137,23.1051,38.6425
690,Point,139,138,23.3538,38.5323
691,Point,139,138,23.3538,38.5413
692,Point,139,138,23.3652,38.5413
693,Point,139,138,23.3652,38.5323
694,Point,139,138,23.3538,38.5323
695,Point,140,139,23.1091,38.6362
696,Point,140,139,23.1091,38.6453
697,Point,140,139,23.1206,38.6453
698,Point,140,139,23.1206,38.6362
699,Point,140,139,23.1091,38.6362
700,Point,141,140,24.3829,37.9839
701,Point,141,140,24.3829,37.9929
702,Point,141,140,24.3943,37.9929
703,Point,141,140,24.3943,37.9839
704,Point,141,140,24.3829,37.9839
705,Point,142,141,23.9515,38.3826
706,Point,142,141,23.9515,38.3916
707,Point,142,141,23.9629,38.3916
708,Point,142,141,23.9629,38.3826
709,Point,142,141,23.9515,38.3826
710,Point,143,142,23.9612,38.3847
711,Point,143,142,23.9612,38.3937
712,Point,143,142,23.9726,38.3937
713,Point,143,142,23.9726,38.3847
714,Point,143,142,23.9612,38.3847
715,Point,144,143,23.9612,38.3818
716,Point,144,143,23.9612,38.3909
717,Point,144,143,23.9727,38.3909
718,Point,144,143,23.9727,38.3818
719,Point,144,143,23.9612,38.3818
720,Point,145,144,22.8956,38.8739
721,Point,145,144,22.8956,38.8829
722,Point,145,144,22.9071,38.8829
723,Point,145,144,22.9071,38.8739
724,Point,145,144,22.8956,38.8739
725,Point,146,145,22.9806,38.9028
726,Point,146,145,22.9806,38.9118
727,Point,146,145,22.9922,38.9118
728,Point,146,145,22.9922,38.9028
729,Point,146,145,22.9806,38.9028
730,Point,147,146,22.9936,38.9057
731,Point,147,146,22.9936,38.9147
732,Point,147,146,23.0051,38.9147
733,Point,147,146,23.0051,38.9057
734,Point,147,146,22.9936,38.9057
735,Point,148,147,23.9659,38.3862
736,Point,148,147,23.9659,38.3952
737,Point,148,147,23.9774,38.3952
738,Point,148,147,23.9774,38.3862
739,Point,148,147,23.9659,38.3862
740,Point,149,148,24.0758,38.3152
741,Point,149,148,24.0758,38.3243
742,Point,149,148,24.0872,38.3243
743,Point,149,148,24.0872,38.3152
744,Point,149,148,24.0758,38.3152
745,Point,150,149,24.0836,38.3174
746,Point,150,149,24.0836,38.3264
747,Point,150,149,24.095,38.3264
748,Point,150,149,24.095,38.3174
749,Point,150,149,24.0836,38.3174
750,Point,151,150,24.0686,38.32
751,Point,151,150,24.0686,38.329
752,Point,151,150,24.08,38.329
753,Point,151,150,24.08,38.32
754,Point,151,150,24.0686,38.32
755,Point,152,151,24.2063,38.0833
756,Point,152,151,24.2063,38.0923
757,Point,152,151,24.2177,38.0923
758,Point,152,151,24.2177,38.0833
759,Point,152,151,24.2063,38.0833
760,Point,153,152,24.0536,38.3154
761,Point,153,152,24.0536,38.3244
762,Point,153,152,24.065,38.3244
763,Point,153,152,24.065,38.3154
764,Point,153,152,24.0536,38.3154
765,Point,154,153,24.267,38.0817
766,Point,154,153,24.267,38.0907
767,Point,154,153,24.2784,38.0907
768,Point,154,153,24.2784,38.0817
769,Point,154,153,24.267,38.0817
770,Point,155,154,24.2786,38.0692
771,Point,155,154,24.2786,38.0782
772,Point,155,154,24.29,38.0782
773,Point,155,154,24.29,38.0692
774,Point,155,154,24.2786,38.0692
775,Point,156,155,23.9755,39.9547
776,Point,156,155,23.9755,39.9637
777,Point,156,155,23.9872,39.9637
778,Point,156,155,23.9872,39.9547
779,Point,156,155,23.9755,39.9547
780,Point,157,156,23.7576,40.2091
781,Point,157,156,23.7576,40.2181
782,Point,157,156,23.7694,40.2181
783,Point,157,156,23.7694,40.2091
784,Point,157,156,23.7576,40.2091
785,Point,158,157,23.8759,40.5498
786,Point,158,157,23.8759,40.5588
787,Point,158,157,23.8877,40.5588
788,Point,158,157,23.8877,40.5498
789,Point,158,157,23.8759,40.5498
790,Point,159,158,26.2634,38.4928
791,Point,159,158,26.2634,38.5018
792,Point,159,158,26.2748,38.5018
793,Point,159,158,26.2748,38.4928
794,Point,159,158,26.2634,38.4928
795,Point,160,159,26.2743,38.4943
796,Point,160,159,26.2743,38.5033
797,Point,160,159,26.2858,38.5033
798,Point,160,159,26.2858,38.4943
799,Point,160,159,26.2743,38.4943
800,Point,161,160,26.1519,38.5164
801,Point,161,160,26.1519,38.5254
802,Point,161,160,26.1634,38.5254
803,Point,161,160,26.1634,38.5164
804,Point,161,160,26.1519,38.5164
805,Point,162,161,26.147,38.5051
806,Point,162,161,26.147,38.5141
807,Point,162,161,26.1585,38.5141
808,Point,162,161,26.1585,38.5051
809,Point,162,161,26.147,38.5051
810,Point,163,162,26.2765,38.4876
811,Point,163,162,26.2765,38.4966
812,Point,163,162,26.288,38.4966
813,Point,163,162,26.288,38.4876
814,Point,163,162,26.2765,38.4876
815,Point,164,163,26.1347,38.4827
816,Point,164,163,26.1347,38.4917
817,Point,164,163,26.1462,38.4917
818,Point,164,163,26.1462,38.4827
819,Point,164,163,26.1347,38.4827
820,Point,165,164,26.1454,38.4663
821,Point,165,164,26.1454,38.4753
822,Point,165,164,26.1568,38.4753
823,Point,165,164,26.1568,38.4663
824,Point,165,164,26.1454,38.4663
825,Point,166,165,26.1528,38.4674
826,Point,166,165,26.1528,38.4764
827,Point,166,165,26.1643,38.4764
828,Point,166,165,26.1643,38.4674
829,Point,166,165,26.1528,38.4674
830,Point,167,166,26.9174,37.0334
831,Point,167,166,26.9174,37.0424
832,Point,167,166,26.9287,37.0424
833,Point,167,166,26.9287,37.0334
834,Point,167,166,26.9174,37.0334
835,Point,168,167,26.5267,39.0227
836,Point,168,167,26.5267,39.0317
837,Point,168,167,26.5383,39.0317
838,Point,168,167,26.5383,39.0227
839,Point,168,167,26.5267,39.0227
840,Point,169,168,27.0353,36.9531
841,Point,169,168,27.0353,36.9621
842,Point,169,168,27.0465,36.9621
843,Point,169,168,27.0465,36.9531
844,Point,169,168,27.0353,36.9531
845,Point,170,169,26.8825,37.0842
846,Point,170,169,26.8825,37.0932
847,Point,170,169,26.8938,37.0932
848,Point,170,169,26.8938,37.0842
849,Point,170,169,26.8825,37.0842
850,Point,171,170,27.0301,36.9574
851,Point,171,170,27.0301,36.9664
852,Point,171,170,27.0413,36.9664
853,Point,171,170,27.0413,36.9574
854,Point,171,170,27.0301,36.9574
855,Point,172,171,26.0694,39.2967
856,Point,172,171,26.0694,39.3058
857,Point,172,171,26.0809,39.3058
858,Point,172,171,26.0809,39.2967
859,Point,172,171,26.0694,39.2967
860,Point,173,172,27.7674,36.2554
861,Point,173,172,27.7674,36.2644
862,Point,173,172,27.7786,36.2644
863,Point,173,172,27.7786,36.2554
864,Point,173,172,27.7674,36.2554
865,Point,174,173,27.7632,36.2523
866,Point,174,173,27.7632,36.2613
867,Point,174,173,27.7743,36.2613
868,Point,174,173,27.7743,36.2523
869,Point,174,173,27.7632,36.2523
870,Point,175,174,27.7691,36.2402
871,Point,175,174,27.7691,36.2492
872,Point,175,174,27.7802,36.2492
873,Point,175,174,27.7802,36.2402
874,Point,175,174,27.7691,36.2402
875,Point,176,175,27.0243,36.9435
876,Point,176,175,27.0243,36.9525
877,Point,176,175,27.0355,36.9525
878,Point,176,175,27.0355,36.9435
879,Point,176,175,27.0243,36.9435
880,Point,177,176,27.0276,36.9438
881,Point,177,176,27.0276,36.9528
882,Point,177,176,27.0388,36.9528
883,Point,177,176,27.0388,36.9438
884,Point,177,176,27.0276,36.9438
885,Point,178,177,27.0373,36.9599
886,Point,178,177,27.0373,36.9689
887,Point,178,177,27.0486,36.9689
888,Point,178,177,27.0486,36.9599
889,Point,178,177,27.0373,36.9599
890,Point,179,178,27.04,36.9614
891,Point,179,178,27.04,36.9704
892,Point,179,178,27.0513,36.9704
893,Point,179,178,27.0513,36.9614
894,Point,179,178,27.04,36.9614
895,Point,180,179,22.9583,38.8989
896,Point,180,179,22.9583,38.9079
897,Point,180,179,22.9698,38.9079
898,Point,180,179,22.9698,38.8989
899,Point,180,179,22.9583,38.8989
900,Point,181,180,22.9524,38.8959
901,Point,181,180,22.9524,38.9049
902,Point,181,180,22.9639,38.9049
903,Point,181,180,22.9639,38.8959
904,Point,181,180,22.9524,38.8959
905,Point,182,181,22.9479,38.8954
906,Point,182,181,22.9479,38.9044
907,Point,182,181,22.9594,38.9044
908,Point,182,181,22.9594,38.8954
909,Point,182,181,22.9479,38.8954
910,Point,183,182,22.942,38.8941
911,Point,183,182,22.942,38.9032
912,Point,183,182,22.9536,38.9032
913,Point,183,182,22.9536,38.8941
914,Point,183,182,22.942,38.8941
915,Point,184,183,27.0419,36.9639
916,Point,184,183,27.0419,36.9729
917,Point,184,183,27.0532,36.9729
918,Point,184,183,27.0532,36.9639
919,Point,184,183,27.0419,36.9639
920,Point,185,184,26.3885,36.5943
921,Point,185,184,26.3885,36.6033
922,Point,185,184,26.3997,36.6033
923,Point,185,184,26.3997,36.5943
924,Point,185,184,26.3885,36.5943
925,Point,186,185,22.103,38.3625
926,Point,186,185,22.103,38.3715
927,Point,186,185,22.1145,38.3715
928,Point,186,185,22.1145,38.3625
929,Point,186,185,22.103,38.3625
930,Point,187,186,27.03,36.9435
931,Point,187,186,27.03,36.9525
932,Point,187,186,27.0412,36.9525
933,Point,187,186,27.0412,36.9435
934,Point,187,186,27.03,36.9435
935,Point,188,187,23.0807,37.8411
936,Point,188,187,23.0807,37.8501
937,Point,188,187,23.0921,37.8501
938,Point,188,187,23.0921,37.8411
939,Point,188,187,23.0807,37.8411
940,Point,189,188,23.1525,37.7583
941,Point,189,188,23.1525,37.7673
942,Point,189,188,23.1639,37.7673
943,Point,189,188,23.1639,37.7583
944,Point,189,188,23.1525,37.7583
945,Point,190,189,23.9556,37.6478
946,Point,190,189,23.9556,37.6568
947,Point,190,189,23.9669,37.6568
948,Point,190,189,23.9669,37.6478
949,Point,190,189,23.9556,37.6478
950,Point,191,190,23.9482,37.655
951,Point,191,190,23.9482,37.664
952,Point,191,190,23.9595,37.664
953,Point,191,190,23.9595,37.655
954,Point,191,190,23.9482,37.655
955,Point,192,191,23.9398,37.6534
956,Point,192,191,23.9398,37.6624
957,Point,192,191,23.9511,37.6624
958,Point,192,191,23.9511,37.6534
959,Point,192,191,23.9398,37.6534
960,Point,193,192,23.4181,37.9513
961,Point,193,192,23.4181,37.9603
962,Point,193,192,23.4295,37.9603
963,Point,193,192,23.4295,37.9513
964,Point,193,192,23.4181,37.9513
965,Point,194,193,23.4054,37.8866
966,Point,194,193,23.4054,37.8956
967,Point,194,193,23.4168,37.8956
968,Point,194,193,23.4168,37.8866
969,Point,194,193,23.4054,37.8866
970,Point,195,194,23.4142,37.8849
971,Point,195,194,23.4142,37.8939
972,Point,195,194,23.4256,37.8939
973,Point,195,194,23.4256,37.8849
974,Point,195,194,23.4142,37.8849
975,Point,196,195,23.2553,37.8014
976,Point,196,195,23.2553,37.8104
977,Point,196,195,23.2667,37.8104
978,Point,196,195,23.2667,37.8014
979,Point,196,195,23.2553,37.8014
980,Point,197,196,23.3108,37.6063
981,Point,197,196,23.3108,37.6153
982,Point,197,196,23.3221,37.6153
983,Point,197,196,23.3221,37.6063
984,Point,197,196,23.3108,37.6063
985,Point,198,197,23.3029,37.6068
986,Point,198,197,23.3029,37.6158
987,Point,198,197,23.3143,37.6158
988,Point,198,197,23.3143,37.6068
989,Point,198,197,23.3029,37.6068
990,Point,199,198,23.3638,37.5526
991,Point,199,198,23.3638,37.5616
992,Point,199,198,23.3751,37.5616
993,Point,199,198,23.3751,37.5526
994,Point,199,198,23.3638,37.5526
995,Point,200,199,23.3556,37.556
996,Point,200,199,23.3556,37.565
997,Point,200,199,23.3669,37.565
998,Point,200,199,23.3669,37.556
999,Point,200,199,23.3556,37.556
1000,Point,201,200,23.3556,37.557
1001,Point,201,200,23.3556,37.566
1002,Point,201,200,23.3669,37.566
1003,Point,201,200,23.3669,37.557
1004,Point,201,200,23.3556,37.557
1005,Point,202,201,22.8122,37.3193
1006,Point,202,201,22.8122,37.3283
1007,Point,202,201,22.8235,37.3283
1008,Point,202,201,22.8235,37.3193
1009,Point,202,201,22.8122,37.3193
1010,Point,203,202,22.8184,37.3185
1011,Point,203,202,22.8184,37.3275
1012,Point,203,202,22.8297,37.3275
1013,Point,203,202,22.8297,37.3185
1014,Point,203,202,22.8184,37.3185
1015,Point,204,203,22.9078,37.498
1016,Point,204,203,22.9078,37.507
1017,Point,204,203,22.9191,37.507
1018,Point,204,203,22.9191,37.498
1019,Point,204,203,22.9078,37.498
1020,Point,205,204,22.9118,37.4975
1021,Point,205,204,22.9118,37.5065
1022,Point,205,204,22.9231,37.5065
1023,Point,205,204,22.9231,37.4975
1024,Point,205,204,22.9118,37.4975
1025,Point,206,205,22.9167,37.4947
1026,Point,206,205,22.9167,37.5037
1027,Point,206,205,22.928,37.5037
1028,Point,206,205,22.928,37.4947
1029,Point,206,205,22.9167,37.4947
1030,Point,207,206,22.9278,37.4909
1031,Point,207,206,22.9278,37.4999
1032,Point,207,206,22.9391,37.4999
1033,Point,207,206,22.9391,37.4909
1034,Point,207,206,22.9278,37.4909
1035,Point,208,207,23.0565,37.3842
1036,Point,208,207,23.0565,37.3932
1037,Point,208,207,23.0678,37.3932
1038,Point,208,207,23.0678,37.3842
1039,Point,208,207,23.0565,37.3842
1040,Point,209,208,23.1405,37.7186
1041,Point,209,208,23.1405,37.7276
1042,Point,209,208,23.1519,37.7276
1043,Point,209,208,23.1519,37.7186
1044,Point,209,208,23.1405,37.7186
1045,Point,210,209,24.0426,38.3618
1046,Point,210,209,24.0426,38.3708
1047,Point,210,209,24.054,38.3708
1048,Point,210,209,24.054,38.3618
1049,Point,210,209,24.0426,38.3618
1050,Point,211,210,22.9103,38.8822
1051,Point,211,210,22.9103,38.8912
1052,Point,211,210,22.9218,38.8912
1053,Point,211,210,22.9218,38.8822
1054,Point,211,210,22.9103,38.8822
1055,Point,212,211,22.9293,38.8883
1056,Point,212,211,22.9293,38.8973
1057,Point,212,211,22.9408,38.8973
1058,Point,212,211,22.9408,38.8883
1059,Point,212,211,22.9293,38.8883
1060,Point,213,212,22.9088,38.9145
1061,Point,213,212,22.9088,38.9235
1062,Point,213,212,22.9203,38.9235
1063,Point,213,212,22.9203,38.9145
1064,Point,213,212,22.9088,38.9145
1065,Point,214,213,24.1155,38.2501
1066,Point,214,213,24.1155,38.2591
1067,Point,214,213,24.1269,38.2591
1068,Point,214,213,24.1269,38.2501
1069,Point,214,213,24.1155,38.2501
1070,Point,215,214,24.1126,38.2506
1071,Point,215,214,24.1126,38.2596
1072,Point,215,214,24.124,38.2596
1073,Point,215,214,24.124,38.2506
1074,Point,215,214,24.1126,38.2506
1075,Point,216,215,24.0995,38.2594
1076,Point,216,215,24.0995,38.2684
1077,Point,216,215,24.1109,38.2684
1078,Point,216,215,24.1109,38.2594
1079,Point,216,215,24.0995,38.2594
1080,Point,217,216,24.0957,38.3123
1081,Point,217,216,24.0957,38.3213
1082,Point,217,216,24.1071,38.3213
1083,Point,217,216,24.1071,38.3123
1084,Point,217,216,24.0957,38.3123
1085,Point,218,217,24.0483,38.3174
1086,Point,218,217,24.0483,38.3264
1087,Point,218,217,24.0598,38.3264
1088,Point,218,217,24.0598,38.3174
1089,Point,218,217,24.0483,38.3174
1090,Point,219,218,23.3475,38.5349
1091,Point,219,218,23.3475,38.5439
1092,Point,219,218,23.359,38.5439
1093,Point,219,218,23.359,38.5349
1094,Point,219,218,23.3475,38.5349
1095,Point,220,219,23.3421,38.5144
1096,Point,220,219,23.3421,38.5234
1097,Point,220,219,23.3536,38.5234
1098,Point,220,219,23.3536,38.5144
1099,Point,220,219,23.3421,38.5144
1100,Point,221,220,22.7096,38.8386
1101,Point,221,220,22.7096,38.8476
1102,Point,221,220,22.7212,38.8476
1103,Point,221,220,22.7212,38.8386
1104,Point,221,220,22.7096,38.8386
1105,Point,222,221,22.095,38.365
1106,Point,222,221,22.095,38.374
1107,Point,222,221,22.1064,38.374
1108,Point,222,221,22.1064,38.365
1109,Point,222,221,22.095,38.365
1110,Point,223,222,21.0373,38.3529
1111,Point,223,222,21.0373,38.3619
1112,Point,223,222,21.0487,38.3619
1113,Point,223,222,21.0487,38.3529
1114,Point,223,222,21.0373,38.3529
1115,Point,224,223,21.0407,38.3545
1116,Point,224,223,21.0407,38.3635
1117,Point,224,223,21.0521,38.3635
1118,Point,224,223,21.0521,38.3545
1119,Point,224,223,21.0407,38.3545
1120,Point,225,224,21.0753,38.4169
1121,Point,225,224,21.0753,38.4259
1122,Point,225,224,21.0868,38.4259
1123,Point,225,224,21.0868,38.4169
1124,Point,225,224,21.0753,38.4169
1125,Point,226,225,21.0719,38.422
1126,Point,226,225,21.0719,38.431
1127,Point,226,225,21.0833,38.431
1128,Point,226,225,21.0833,38.422
1129,Point,226,225,21.0719,38.422
1130,Point,227,226,21.0611,38.4566
1131,Point,227,226,21.0611,38.4656
1132,Point,227,226,21.0726,38.4656
1133,Point,227,226,21.0726,38.4566
1134,Point,227,226,21.0611,38.4566
1135,Point,228,227,21.0479,38.4675
1136,Point,228,227,21.0479,38.4765
1137,Point,228,227,21.0594,38.4765
1138,Point,228,227,21.0594,38.4675
1139,Point,228,227,21.0479,38.4675
1140,Point,229,228,21.0703,38.478
1141,Point,229,228,21.0703,38.487
1142,Point,229,228,21.0818,38.487
1143,Point,229,228,21.0818,38.478
1144,Point,229,228,21.0703,38.478
1145,Point,230,229,21.0802,38.4871
1146,Point,230,229,21.0802,38.4961
1147,Point,230,229,21.0916,38.4961
1148,Point,230,229,21.0916,38.4871
1149,Point,230,229,21.0802,38.4871
1150,Point,231,230,21.0817,38.484
1151,Point,231,230,21.0817,38.493
1152,Point,231,230,21.0931,38.493
1153,Point,231,230,21.0931,38.484
1154,Point,231,230,21.0817,38.484
1155,Point,232,231,21.0264,38.4778
1156,Point,232,231,21.0264,38.4868
1157,Point,232,231,21.0379,38.4868
1158,Point,232,231,21.0379,38.4778
1159,Point,232,231,21.0264,38.4778
1160,Point,233,232,21.0174,38.4842
1161,Point,233,232,21.0174,38.4932
1162,Point,233,232,21.0288,38.4932
1163,Point,233,232,21.0288,38.4842
1164,Point,233,232,21.0174,38.4842
1165,Point,234,233,21.0336,38.3614
1166,Point,234,233,21.0336,38.3704
1167,Point,234,233,21.045,38.3704
1168,Point,234,233,21.045,38.3614
1169,Point,234,233,21.0336,38.3614
1170,Point,235,234,21.0058,38.6114
1171,Point,235,234,21.0058,38.6204
1172,Point,235,234,21.0173,38.6204
1173,Point,235,234,21.0173,38.6114
1174,Point,235,234,21.0058,38.6114
1175,Point,236,235,20.8705,38.6032
1176,Point,236,235,20.8705,38.6122
1177,Point,236,235,20.8819,38.6122
1178,Point,236,235,20.8819,38.6032
1179,Point,236,235,20.8705,38.6032
1180,Point,237,236,20.7756,38.7553
1181,Point,237,236,20.7756,38.7643
1182,Point,237,236,20.7871,38.7643
1183,Point,237,236,20.7871,38.7553
1184,Point,237,236,20.7756,38.7553
1185,Point,238,237,20.7891,38.9879
1186,Point,238,237,20.7891,38.9969
1187,Point,238,237,20.8006,38.9969
1188,Point,238,237,20.8006,38.9879
1189,Point,238,237,20.7891,38.9879
1190,Point,239,238,21.0929,38.4554
1191,Point,239,238,21.0929,38.4645
1192,Point,239,238,21.1043,38.4645
1193,Point,239,238,21.1043,38.4554
1194,Point,239,238,21.0929,38.4554
1195,Point,240,239,21.0088,38.4559
1196,Point,240,239,21.0203,38.4558
1197,Point,240,239,21.0202,38.4468
1198,Point,240,239,21.0087,38.4469
1199,Point,240,239,21.0088,38.4559
1200,Point,241,240,21.0286,38.4833
1201,Point,241,240,21.0286,38.4923
1202,Point,241,240,21.0401,38.4923
1203,Point,241,240,21.0401,38.4833
1204,Point,241,240,21.0286,38.4833
1205,Point,242,241,20.9167,38.943
1206,Point,242,241,20.9167,38.9521
1207,Point,242,241,20.9282,38.9521
1208,Point,242,241,20.9282,38.943
1209,Point,242,241,20.9167,38.943
1210,Point,243,242,22.6734,38.3337
1211,Point,243,242,22.6734,38.3427
1212,Point,243,242,22.6849,38.3427
1213,Point,243,242,22.6849,38.3337
1214,Point,243,242,22.6734,38.3337
1215,Point,244,243,22.5994,38.3067
1216,Point,244,243,22.5994,38.3157
1217,Point,244,243,22.6108,38.3157
1218,Point,244,243,22.6108,38.3067
1219,Point,244,243,22.5994,38.3067
1220,Point,245,244,22.3893,38.4065
1221,Point,245,244,22.3893,38.4155
1222,Point,245,244,22.4008,38.4155
1223,Point,245,244,22.4008,38.4065
1224,Point,245,244,22.3893,38.4065
1225,Point,246,245,22.389,38.3569
1226,Point,246,245,22.389,38.3659
1227,Point,246,245,22.4004,38.3659
1228,Point,246,245,22.4004,38.3569
1229,Point,246,245,22.389,38.3569
1230,Point,247,246,22.3829,38.3475
1231,Point,247,246,22.3829,38.3565
1232,Point,247,246,22.3944,38.3565
1233,Point,247,246,22.3944,38.3475
1234,Point,247,246,22.3829,38.3475
1235,Point,248,247,22.38,38.3365
1236,Point,248,247,22.38,38.3456
1237,Point,248,247,22.3914,38.3456
1238,Point,248,247,22.3914,38.3365
1239,Point,248,247,22.38,38.3365
1240,Point,249,248,22.2655,38.3395
1241,Point,249,248,22.2655,38.3485
1242,Point,249,248,22.2769,38.3485
1243,Point,249,248,22.2769,38.3395
1244,Point,249,248,22.2655,38.3395
1245,Point,250,249,21.1265,38.3256
1246,Point,250,249,21.1265,38.3346
1247,Point,250,249,21.1379,38.3346
1248,Point,250,249,21.1379,38.3256
1249,Point,250,249,21.1265,38.3256
1250,Point,251,250,21.0873,38.3754
1251,Point,251,250,21.0873,38.3844
1252,Point,251,250,21.0988,38.3844
1253,Point,251,250,21.0988,38.3754
1254,Point,251,250,21.0873,38.3754
1255,Point,252,251,21.008,38.5384
1256,Point,252,251,21.008,38.5474
1257,Point,252,251,21.0195,38.5474
1258,Point,252,251,21.0195,38.5384
1259,Point,252,251,21.008,38.5384
