date,0,1,2
1/1/2018,0.00E+00,0.00E+00,0.00E+00
2/1/2018,0.00E+00,0.00E+00,0.00E+00
3/1/2018,0.00E+00,0.00E+00,0.00E+00
4/1/2018,0.00E+00,0.00E+00,0.00E+00
5/1/2018,0.00E+00,0.00E+00,0.00E+00
6/1/2018,0.00E+00,0.00E+00,0.00E+00
7/1/2018,0.00E+00,0.00E+00,0.00E+00
8/1/2018,0.00E+00,0.00E+00,0.00E+00
9/1/2018,0.00E+00,0.00E+00,0.00E+00
10/1/2018,0.00E+00,0.00E+00,0.00E+00
11/1/2018,0.00E+00,0.00E+00,0.00E+00
12/1/2018,0.00E+00,0.00E+00,0.00E+00
13/01/2018,0.00E+00,0.00E+00,0.00E+00
14/01/2018,0.00E+00,0.00E+00,0.00E+00
15/01/2018,0.00E+00,0.00E+00,0.00E+00
16/01/2018,0.00E+00,0.00E+00,0.00E+00
17/01/2018,0.00E+00,0.00E+00,0.00E+00
18/01/2018,0.00E+00,0.00E+00,0.00E+00
19/01/2018,0.00E+00,0.00E+00,0.00E+00
20/01/2018,0.00E+00,0.00E+00,0.00E+00
21/01/2018,0.00E+00,0.00E+00,0.00E+00
22/01/2018,0.00E+00,0.00E+00,0.00E+00
23/01/2018,0.00E+00,0.00E+00,0.00E+00
24/01/2018,0.00E+00,0.00E+00,0.00E+00
25/01/2018,0.00E+00,0.00E+00,0.00E+00
26/01/2018,0.00E+00,0.00E+00,0.00E+00
27/01/2018,0.00E+00,0.00E+00,0.00E+00
28/01/2018,0.00E+00,0.00E+00,0.00E+00
29/01/2018,0.00E+00,0.00E+00,0.00E+00
30/01/2018,0.00E+00,0.00E+00,0.00E+00
31/01/2018,0.00E+00,0.00E+00,0.00E+00
1/2/2018,0.00E+00,0.00E+00,0.00E+00
2/2/2018,0.00E+00,0.00E+00,0.00E+00
3/2/2018,0.00E+00,0.00E+00,0.00E+00
4/2/2018,0.00E+00,0.00E+00,0.00E+00
5/2/2018,0.00E+00,0.00E+00,0.00E+00
6/2/2018,0.00E+00,0.00E+00,0.00E+00
7/2/2018,0.00E+00,0.00E+00,0.00E+00
8/2/2018,0.00E+00,0.00E+00,0.00E+00
9/2/2018,0.00E+00,0.00E+00,0.00E+00
10/2/2018,0.00E+00,0.00E+00,0.00E+00
11/2/2018,0.00E+00,0.00E+00,0.00E+00
12/2/2018,0.00E+00,0.00E+00,0.00E+00
13/02/2018,0.00E+00,0.00E+00,0.00E+00
14/02/2018,0.00E+00,0.00E+00,0.00E+00
15/02/2018,0.00E+00,0.00E+00,0.00E+00
16/02/2018,0.00E+00,0.00E+00,0.00E+00
17/02/2018,0.00E+00,0.00E+00,0.00E+00
18/02/2018,0.00E+00,0.00E+00,0.00E+00
19/02/2018,0.00E+00,0.00E+00,0.00E+00
20/02/2018,0.00E+00,0.00E+00,0.00E+00
21/02/2018,0.00E+00,0.00E+00,0.00E+00
22/02/2018,0.00E+00,0.00E+00,0.00E+00
23/02/2018,0.00E+00,0.00E+00,0.00E+00
24/02/2018,0.00E+00,0.00E+00,0.00E+00
25/02/2018,0.00E+00,0.00E+00,0.00E+00
26/02/2018,0.00E+00,0.00E+00,0.00E+00
27/02/2018,0.00E+00,0.00E+00,0.00E+00
28/02/2018,0.00E+00,0.00E+00,0.00E+00
1/3/2018,0.00E+00,0.00E+00,0.00E+00
2/3/2018,0.00E+00,0.00E+00,0.00E+00
3/3/2018,0.00E+00,0.00E+00,0.00E+00
4/3/2018,0.00E+00,0.00E+00,0.00E+00
5/3/2018,0.00E+00,0.00E+00,0.00E+00
6/3/2018,0.00E+00,0.00E+00,0.00E+00
7/3/2018,0.00E+00,0.00E+00,0.00E+00
8/3/2018,0.00E+00,0.00E+00,0.00E+00
9/3/2018,0.00E+00,0.00E+00,0.00E+00
10/3/2018,0.00E+00,0.00E+00,0.00E+00
11/3/2018,0.00E+00,0.00E+00,0.00E+00
12/3/2018,0.00E+00,0.00E+00,0.00E+00
13/03/2018,0.00E+00,0.00E+00,0.00E+00
14/03/2018,0.00E+00,0.00E+00,0.00E+00
15/03/2018,0.00E+00,0.00E+00,0.00E+00
16/03/2018,0.00E+00,0.00E+00,0.00E+00
17/03/2018,0.00E+00,0.00E+00,0.00E+00
18/03/2018,0.00E+00,0.00E+00,0.00E+00
19/03/2018,0.00E+00,0.00E+00,0.00E+00
20/03/2018,0.00E+00,0.00E+00,0.00E+00
21/03/2018,0.00E+00,0.00E+00,0.00E+00
22/03/2018,0.00E+00,0.00E+00,0.00E+00
23/03/2018,0.00E+00,0.00E+00,0.00E+00
24/03/2018,0.00E+00,0.00E+00,0.00E+00
25/03/2018,0.00E+00,0.00E+00,0.00E+00
26/03/2018,0.00E+00,0.00E+00,0.00E+00
27/03/2018,0.00E+00,0.00E+00,0.00E+00
28/03/2018,0.00E+00,0.00E+00,0.00E+00
29/03/2018,0.00E+00,0.00E+00,0.00E+00
30/03/2018,0.00E+00,0.00E+00,0.00E+00
31/03/2018,0.00E+00,0.00E+00,0.00E+00
1/4/2018,0.00E+00,0.00E+00,0.00E+00
2/4/2018,0.00E+00,0.00E+00,0.00E+00
3/4/2018,1.74E-02,1.74E-02,1.74E-02
4/4/2018,3.49E-02,3.49E-02,3.49E-02
5/4/2018,5.23E-02,5.23E-02,5.23E-02
6/4/2018,6.98E-02,6.98E-02,6.98E-02
7/4/2018,8.72E-02,8.72E-02,8.72E-02
8/4/2018,1.05E-01,1.05E-01,1.05E-01
9/4/2018,1.22E-01,1.22E-01,1.22E-01
10/4/2018,1.40E-01,1.40E-01,1.40E-01
11/4/2018,1.57E-01,1.57E-01,1.57E-01
12/4/2018,1.74E-01,1.74E-01,1.74E-01
13/04/2018,1.92E-01,1.92E-01,1.92E-01
14/04/2018,2.09E-01,2.09E-01,2.09E-01
15/04/2018,2.27E-01,2.27E-01,2.27E-01
16/04/2018,2.44E-01,2.44E-01,2.44E-01
17/04/2018,2.62E-01,2.62E-01,2.62E-01
18/04/2018,2.79E-01,2.79E-01,2.79E-01
19/04/2018,2.96E-01,2.96E-01,2.96E-01
20/04/2018,3.14E-01,3.14E-01,3.14E-01
21/04/2018,3.31E-01,3.31E-01,3.31E-01
22/04/2018,3.49E-01,3.49E-01,3.49E-01
23/04/2018,3.66E-01,3.66E-01,3.66E-01
24/04/2018,3.84E-01,3.84E-01,3.84E-01
25/04/2018,4.01E-01,4.01E-01,4.01E-01
26/04/2018,4.19E-01,4.19E-01,4.19E-01
27/04/2018,4.36E-01,4.36E-01,4.36E-01
28/04/2018,4.53E-01,4.53E-01,4.53E-01
29/04/2018,4.71E-01,4.71E-01,4.71E-01
30/04/2018,4.88E-01,4.88E-01,4.88E-01
1/5/2018,4.93E-01,4.93E-01,4.93E-01
2/5/2018,4.97E-01,4.97E-01,4.97E-01
3/5/2018,5.01E-01,5.01E-01,5.01E-01
4/5/2018,5.05E-01,5.05E-01,5.05E-01
5/5/2018,5.10E-01,5.10E-01,5.10E-01
6/5/2018,5.14E-01,5.14E-01,5.14E-01
7/5/2018,5.18E-01,5.18E-01,5.18E-01
8/5/2018,5.22E-01,5.22E-01,5.22E-01
9/5/2018,5.27E-01,5.27E-01,5.27E-01
10/5/2018,5.31E-01,5.31E-01,5.31E-01
11/5/2018,5.35E-01,5.35E-01,5.35E-01
12/5/2018,5.40E-01,5.40E-01,5.40E-01
13/05/2018,5.44E-01,5.44E-01,5.44E-01
14/05/2018,5.48E-01,5.48E-01,5.48E-01
15/05/2018,5.52E-01,5.52E-01,5.52E-01
16/05/2018,5.57E-01,5.57E-01,5.57E-01
17/05/2018,5.61E-01,5.61E-01,5.61E-01
18/05/2018,5.65E-01,5.65E-01,5.65E-01
19/05/2018,5.69E-01,5.69E-01,5.69E-01
20/05/2018,5.74E-01,5.74E-01,5.74E-01
21/05/2018,5.78E-01,5.78E-01,5.78E-01
22/05/2018,5.82E-01,5.82E-01,5.82E-01
23/05/2018,5.87E-01,5.87E-01,5.87E-01
24/05/2018,5.91E-01,5.91E-01,5.91E-01
25/05/2018,5.95E-01,5.95E-01,5.95E-01
26/05/2018,5.99E-01,5.99E-01,5.99E-01
27/05/2018,6.04E-01,6.04E-01,6.04E-01
28/05/2018,6.08E-01,6.08E-01,6.08E-01
29/05/2018,6.12E-01,6.12E-01,6.12E-01
30/05/2018,6.16E-01,6.16E-01,6.16E-01
31/05/2018,6.21E-01,6.21E-01,6.21E-01
1/6/2018,6.25E-01,6.25E-01,6.25E-01
2/6/2018,6.33E-01,6.33E-01,6.33E-01
3/6/2018,6.42E-01,6.42E-01,6.42E-01
4/6/2018,6.50E-01,6.50E-01,6.50E-01
5/6/2018,6.59E-01,6.59E-01,6.59E-01
6/6/2018,6.67E-01,6.67E-01,6.67E-01
7/6/2018,6.75E-01,6.75E-01,6.75E-01
8/6/2018,6.84E-01,6.84E-01,6.84E-01
9/6/2018,6.92E-01,6.92E-01,6.92E-01
10/6/2018,7.01E-01,7.01E-01,7.01E-01
11/6/2018,7.09E-01,7.09E-01,7.09E-01
12/6/2018,7.17E-01,7.17E-01,7.17E-01
13/06/2018,7.26E-01,7.26E-01,7.26E-01
14/06/2018,7.34E-01,7.34E-01,7.34E-01
15/06/2018,7.43E-01,7.43E-01,7.43E-01
16/06/2018,7.51E-01,7.51E-01,7.51E-01
17/06/2018,7.59E-01,7.59E-01,7.59E-01
18/06/2018,7.68E-01,7.68E-01,7.68E-01
19/06/2018,7.76E-01,7.76E-01,7.76E-01
20/06/2018,7.85E-01,7.85E-01,7.85E-01
21/06/2018,7.93E-01,7.93E-01,7.93E-01
22/06/2018,8.01E-01,8.01E-01,8.01E-01
23/06/2018,8.10E-01,8.10E-01,8.10E-01
24/06/2018,8.18E-01,8.18E-01,8.18E-01
25/06/2018,8.27E-01,8.27E-01,8.27E-01
26/06/2018,8.35E-01,8.35E-01,8.35E-01
27/06/2018,8.43E-01,8.43E-01,8.43E-01
28/06/2018,8.52E-01,8.52E-01,8.52E-01
29/06/2018,8.60E-01,8.60E-01,8.60E-01
30/06/2018,8.69E-01,8.69E-01,8.69E-01
1/7/2018,8.77E-01,8.77E-01,8.77E-01
2/7/2018,8.83E-01,8.83E-01,8.83E-01
3/7/2018,8.90E-01,8.90E-01,8.90E-01
4/7/2018,8.96E-01,8.96E-01,8.96E-01
5/7/2018,9.02E-01,9.02E-01,9.02E-01
6/7/2018,9.09E-01,9.09E-01,9.09E-01
7/7/2018,9.15E-01,9.15E-01,9.15E-01
8/7/2018,9.21E-01,9.21E-01,9.21E-01
9/7/2018,9.28E-01,9.28E-01,9.28E-01
10/7/2018,9.34E-01,9.34E-01,9.34E-01
11/7/2018,9.40E-01,9.40E-01,9.40E-01
12/7/2018,9.47E-01,9.47E-01,9.47E-01
13/07/2018,9.53E-01,9.53E-01,9.53E-01
14/07/2018,9.59E-01,9.59E-01,9.59E-01
15/07/2018,9.65E-01,9.65E-01,9.65E-01
16/07/2018,9.72E-01,9.72E-01,9.72E-01
17/07/2018,9.78E-01,9.78E-01,9.78E-01
18/07/2018,9.84E-01,9.84E-01,9.84E-01
19/07/2018,9.91E-01,9.91E-01,9.91E-01
20/07/2018,9.97E-01,9.97E-01,9.97E-01
21/07/2018,1.00E+00,1.00E+00,1.00E+00
22/07/2018,1.01E+00,1.01E+00,1.01E+00
23/07/2018,1.02E+00,1.02E+00,1.02E+00
24/07/2018,1.02E+00,1.02E+00,1.02E+00
25/07/2018,1.03E+00,1.03E+00,1.03E+00
26/07/2018,1.04E+00,1.04E+00,1.04E+00
27/07/2018,1.04E+00,1.04E+00,1.04E+00
28/07/2018,1.05E+00,1.05E+00,1.05E+00
29/07/2018,1.05E+00,1.05E+00,1.05E+00
30/07/2018,1.06E+00,1.06E+00,1.06E+00
31/07/2018,1.07E+00,1.07E+00,1.07E+00
1/8/2018,1.07E+00,1.07E+00,1.07E+00
2/8/2018,1.07E+00,1.07E+00,1.07E+00
3/8/2018,1.06E+00,1.06E+00,1.06E+00
4/8/2018,1.05E+00,1.05E+00,1.05E+00
5/8/2018,1.04E+00,1.04E+00,1.04E+00
6/8/2018,1.04E+00,1.04E+00,1.04E+00
7/8/2018,1.03E+00,1.03E+00,1.03E+00
8/8/2018,1.02E+00,1.02E+00,1.02E+00
9/8/2018,1.01E+00,1.01E+00,1.01E+00
10/8/2018,1.01E+00,1.01E+00,1.01E+00
11/8/2018,9.98E-01,9.98E-01,9.98E-01
12/8/2018,9.90E-01,9.90E-01,9.90E-01
13/08/2018,9.82E-01,9.82E-01,9.82E-01
14/08/2018,9.75E-01,9.75E-01,9.75E-01
15/08/2018,9.67E-01,9.67E-01,9.67E-01
16/08/2018,9.60E-01,9.60E-01,9.60E-01
17/08/2018,9.52E-01,9.52E-01,9.52E-01
18/08/2018,9.45E-01,9.45E-01,9.45E-01
19/08/2018,9.37E-01,9.37E-01,9.37E-01
20/08/2018,9.30E-01,9.30E-01,9.30E-01
21/08/2018,9.22E-01,9.22E-01,9.22E-01
22/08/2018,9.15E-01,9.15E-01,9.15E-01
23/08/2018,9.07E-01,9.07E-01,9.07E-01
24/08/2018,9.00E-01,9.00E-01,9.00E-01
25/08/2018,8.92E-01,8.92E-01,8.92E-01
26/08/2018,8.84E-01,8.84E-01,8.84E-01
27/08/2018,8.77E-01,8.77E-01,8.77E-01
28/08/2018,8.69E-01,8.69E-01,8.69E-01
29/08/2018,8.62E-01,8.62E-01,8.62E-01
30/08/2018,8.54E-01,8.54E-01,8.54E-01
31/08/2018,8.47E-01,8.47E-01,8.47E-01
1/9/2018,8.62E-01,8.62E-01,8.62E-01
2/9/2018,8.77E-01,8.77E-01,8.77E-01
3/9/2018,8.92E-01,8.92E-01,8.92E-01
4/9/2018,9.07E-01,9.07E-01,9.07E-01
5/9/2018,9.22E-01,9.22E-01,9.22E-01
6/9/2018,9.37E-01,9.37E-01,9.37E-01
7/9/2018,9.51E-01,9.51E-01,9.51E-01
8/9/2018,9.66E-01,9.66E-01,9.66E-01
9/9/2018,9.81E-01,9.81E-01,9.81E-01
10/9/2018,9.96E-01,9.96E-01,9.96E-01
11/9/2018,1.01E+00,1.01E+00,1.01E+00
12/9/2018,1.03E+00,1.03E+00,1.03E+00
13/09/2018,1.04E+00,1.04E+00,1.04E+00
14/09/2018,1.06E+00,1.06E+00,1.06E+00
15/09/2018,1.07E+00,1.07E+00,1.07E+00
16/09/2018,1.09E+00,1.09E+00,1.09E+00
17/09/2018,1.10E+00,1.10E+00,1.10E+00
18/09/2018,1.12E+00,1.12E+00,1.12E+00
19/09/2018,1.13E+00,1.13E+00,1.13E+00
20/09/2018,1.15E+00,1.15E+00,1.15E+00
21/09/2018,1.16E+00,1.16E+00,1.16E+00
22/09/2018,1.18E+00,1.18E+00,1.18E+00
23/09/2018,1.19E+00,1.19E+00,1.19E+00
24/09/2018,1.21E+00,1.21E+00,1.21E+00
25/09/2018,1.22E+00,1.22E+00,1.22E+00
26/09/2018,1.24E+00,1.24E+00,1.24E+00
27/09/2018,1.25E+00,1.25E+00,1.25E+00
28/09/2018,1.27E+00,1.27E+00,1.27E+00
29/09/2018,1.28E+00,1.28E+00,1.28E+00
30/09/2018,1.30E+00,1.30E+00,1.30E+00
1/10/2018,1.31E+00,1.31E+00,1.31E+00
2/10/2018,1.30E+00,1.30E+00,1.30E+00
3/10/2018,1.28E+00,1.28E+00,1.28E+00
4/10/2018,1.27E+00,1.27E+00,1.27E+00
5/10/2018,1.25E+00,1.25E+00,1.25E+00
6/10/2018,1.24E+00,1.24E+00,1.24E+00
7/10/2018,1.22E+00,1.22E+00,1.22E+00
8/10/2018,1.21E+00,1.21E+00,1.21E+00
9/10/2018,1.19E+00,1.19E+00,1.19E+00
#########,1.18E+00,1.18E+00,1.18E+00
#########,1.16E+00,1.16E+00,1.16E+00
#########,1.15E+00,1.15E+00,1.15E+00
13/10/2018,1.14E+00,1.14E+00,1.14E+00
14/10/2018,1.12E+00,1.12E+00,1.12E+00
15/10/2018,1.11E+00,1.11E+00,1.11E+00
16/10/2018,1.09E+00,1.09E+00,1.09E+00
17/10/2018,1.08E+00,1.08E+00,1.08E+00
18/10/2018,1.06E+00,1.06E+00,1.06E+00
19/10/2018,1.05E+00,1.05E+00,1.05E+00
20/10/2018,1.03E+00,1.03E+00,1.03E+00
21/10/2018,1.02E+00,1.02E+00,1.02E+00
22/10/2018,1.00E+00,1.00E+00,1.00E+00
23/10/2018,9.90E-01,9.90E-01,9.90E-01
24/10/2018,9.76E-01,9.76E-01,9.76E-01
25/10/2018,9.61E-01,9.61E-01,9.61E-01
26/10/2018,9.47E-01,9.47E-01,9.47E-01
27/10/2018,9.32E-01,9.32E-01,9.32E-01
28/10/2018,9.18E-01,9.18E-01,9.18E-01
29/10/2018,9.03E-01,9.03E-01,9.03E-01
30/10/2018,8.88E-01,8.88E-01,8.88E-01
31/10/2018,8.74E-01,8.74E-01,8.74E-01
1/11/2018,8.59E-01,8.59E-01,8.59E-01
2/11/2018,8.82E-01,8.82E-01,8.82E-01
3/11/2018,9.05E-01,9.05E-01,9.05E-01
4/11/2018,9.27E-01,9.27E-01,9.27E-01
5/11/2018,9.50E-01,9.50E-01,9.50E-01
6/11/2018,9.72E-01,9.72E-01,9.72E-01
7/11/2018,9.95E-01,9.95E-01,9.95E-01
8/11/2018,1.02E+00,1.02E+00,1.02E+00
9/11/2018,1.04E+00,1.04E+00,1.04E+00
#########,1.06E+00,1.06E+00,1.06E+00
#########,1.09E+00,1.09E+00,1.09E+00
#########,1.11E+00,1.11E+00,1.11E+00
13/11/2018,1.13E+00,1.13E+00,1.13E+00
14/11/2018,1.15E+00,1.15E+00,1.15E+00
15/11/2018,1.18E+00,1.18E+00,1.18E+00
16/11/2018,1.20E+00,1.20E+00,1.20E+00
17/11/2018,1.22E+00,1.22E+00,1.22E+00
18/11/2018,1.24E+00,1.24E+00,1.24E+00
19/11/2018,1.27E+00,1.27E+00,1.27E+00
20/11/2018,1.29E+00,1.29E+00,1.29E+00
21/11/2018,1.31E+00,1.31E+00,1.31E+00
22/11/2018,1.33E+00,1.33E+00,1.33E+00
23/11/2018,1.36E+00,1.36E+00,1.36E+00
24/11/2018,1.38E+00,1.38E+00,1.38E+00
25/11/2018,1.40E+00,1.40E+00,1.40E+00
26/11/2018,1.42E+00,1.42E+00,1.42E+00
27/11/2018,1.45E+00,1.45E+00,1.45E+00
28/11/2018,1.47E+00,1.47E+00,1.47E+00
29/11/2018,1.49E+00,1.49E+00,1.49E+00
30/11/2018,1.51E+00,1.51E+00,1.51E+00
1/12/2018,1.54E+00,1.54E+00,1.54E+00
2/12/2018,1.51E+00,1.51E+00,1.51E+00
3/12/2018,1.47E+00,1.47E+00,1.47E+00
4/12/2018,1.44E+00,1.44E+00,1.44E+00
5/12/2018,1.41E+00,1.41E+00,1.41E+00
6/12/2018,1.38E+00,1.38E+00,1.38E+00
7/12/2018,1.35E+00,1.35E+00,1.35E+00
8/12/2018,1.31E+00,1.31E+00,1.31E+00
9/12/2018,1.28E+00,1.28E+00,1.28E+00
#########,1.25E+00,1.25E+00,1.25E+00
#########,1.22E+00,1.22E+00,1.22E+00
#########,1.19E+00,1.19E+00,1.19E+00
13/12/2018,1.15E+00,1.15E+00,1.15E+00
14/12/2018,1.12E+00,1.12E+00,1.12E+00
15/12/2018,1.09E+00,1.09E+00,1.09E+00
16/12/2018,1.06E+00,1.06E+00,1.06E+00
17/12/2018,1.03E+00,1.03E+00,1.03E+00
18/12/2018,9.94E-01,9.94E-01,9.94E-01
19/12/2018,9.62E-01,9.62E-01,9.62E-01
20/12/2018,9.30E-01,9.30E-01,9.30E-01
21/12/2018,8.98E-01,8.98E-01,8.98E-01
22/12/2018,8.66E-01,8.66E-01,8.66E-01
23/12/2018,8.34E-01,8.34E-01,8.34E-01
24/12/2018,8.02E-01,8.02E-01,8.02E-01
25/12/2018,7.71E-01,7.71E-01,7.71E-01
26/12/2018,7.39E-01,7.39E-01,7.39E-01
27/12/2018,7.07E-01,7.07E-01,7.07E-01
28/12/2018,6.75E-01,6.75E-01,6.75E-01
29/12/2018,6.43E-01,6.43E-01,6.43E-01
30/12/2018,6.11E-01,6.11E-01,6.11E-01
31/12/2018,5.79E-01,5.79E-01,5.79E-01